datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2024-10-29T07:40:01	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94267	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Lonchocarpus	cultratus		Lonchocarpus cultratus	(Vell.) A.M.G.Azevedo & H.C.Lima		2004	04	23	Melo, P.H.A.	1187				L.P.de Queiroz	2006	09			Pains	Fazenda Amargoso, MG 439 km 16.	20°22'51''S	45°39'4''W	-45.651111	-20.380833			700	750										HUEFS0094267																				
2024-10-29T07:28:52	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	75208	Plantae	Angiospermae			Solanaceae	Lycianthes	repens		Lycianthes repens	(Spreng.) Bitter		2002	12	30	Melo, P.H.A.	267				J.R.Stehmann					Pains	Fazenda Amargoso, MG 439 Km 16.	20°23'14''S	45°38'59''W	-45.649722	-20.387222														HUEFS0075208																				
2024-10-29T07:36:23	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94272	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Acacia			Acacia			2003	04	16	Melo, P.H.A.	577									Pains	Fazenda Amargoso, MG 439 km 16	20°23'14''S	45°38'59''W	-45.649722	-20.387222			750	810										HUEFS0094272																				
2024-10-29T07:36:27	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	245338	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Anadenanthera	colubrina	var. cebil	Anadenanthera colubrina var. cebil	(Griseb.) Altschul		2003	10	28	Melo, P.H.A.	919				L.P.de Queiroz	2018	12			Pains	Fazenda Amargosa, MG 439 Km 16.	20°22'52''S	45°39'43''W	-45.661944	-20.381111			750	750										HUEFS0245338																				
2021-12-09T11:05:38	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	369846	Plantae				Euphorbiaceae	Manihot			Manihot			2003	12	20	Melo, PHA	283									Pains	Fazenda Amargoso, Mg 439 Km 16. Borda de mata relacionada a afloramento calcáreo	-20.387222	-45.649722	-45.649722	-20.387222														SP0369846																				
2021-12-09T11:20:18	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	369847	Plantae				Urticaceae	Boehmeria	caudata		Boehmeria caudata	Sw.		2003	01	31	Melo, PHA; Lombardi, JA	353				Gaglioti, AL	2018	10	08		Pains	Fazenda Amargoso, MG-439, Km 16	-20.387222	-45.649722	-45.649722	-20.387222																																		
2022-09-02T10:29:03	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	427123	Plantae				Moraceae	Ficus	obtusifolia		Ficus obtusifolia	Kunth		2006	07	11	Borges, RAX; Bernardo, PH	147				Pelissari, G	2011	03	15		Pains	Mineração do Vale do São Miguel	-20.364444	-45.673611	-45.673611	-20.364444			642	642																														
2021-12-09T11:10:08	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	369744	Plantae				Malpighiaceae	Niedenzuella	multiglandulosa		Niedenzuella multiglandulosa	(A.Juss.) W.R.Anderson		2003	09	09	Melo, PHA	835				Mamede, MCH	2006	09	29		Pains	Fazenda Amargoso. MG-439, Km 16	-20.387222	-45.649722	-45.649722	-20.387222			750	750										SP020181																				
2021-12-09T11:05:53	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	369809	Plantae				Euphorbiaceae	Romanoa	tamnoides		Romanoa tamnoides	(A.Juss.) Radcl.-Sm.		2003	12	30	Melo, PHA	265				Cordeiro, I					Pains	Fazenda Amargoso, MG 439 Km 16. Borda de afloramento calcáreo	-20.387222	-45.649722	-45.649722	-20.387222														SP0369809																				
2024-06-14T09:05:34	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	397152	Plantae				Rubiaceae							2003	04	15	Melo, PHA; Bezerra, FV	568									Pains		-20.387222	-45.649722	-45.649722	-20.387222			750	810										SP0397152																				
2024-10-29T07:45:28	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	184394	Plantae	Angiospermae			Malvaceae	Pseudobombax	grandiflorum		Pseudobombax grandiflorum	(Cav.) A.Robyns		1991	01	23	Rollo, M.A.	8				G.L.Esteves	2005				Pains				-45.6614	-20.3706	18263													HUEFS0184394																				
2024-10-29T07:38:12	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94254	Plantae	Angiospermae			Leguminosae Subfam. Cercidoideae	Bauhinia	forficata		Bauhinia forficata	Link		2003	03	06	Melo, P.H.A.	449				L.P.de Queiroz	2011	12			Pains	Fazenda Amargoso, MG 439 km 16			-45.6614	-20.3706	18263													HUEFS0094254																				
2024-10-29T07:40:09	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94268	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Machaerium	nyctitans		Machaerium nyctitans	(Vell.) Benth.		2003	03	06	Melo, P.H.A.	430				F.L.R.Filardi	2008	07			Pains	Fazenda Amargoso, MG 439 km 16.			-45.6614	-20.3706	18263													HUEFS0094268																				
2024-10-29T07:30:01	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	98514	Plantae	Angiospermae			Polygonaceae	Ruprechtia			Ruprechtia			2002	08	08	Melo, P.H.A.	2				E.Melo	2016	07			Pains	Fazenda Massambará.			-45.6614	-20.3706	18263													HUEFS0098514																				
2024-11-01T12:01:40	PreservedSpecimen	Brasil	Minas Gerais	UFPR	UPCB	51896	Plantae				Passifloraceae	Passiflora	silvestris		Passiflora silvestris	Vell.		2004	07	29	Melo, P.H.A.	1239				Imig, D.C;	2017	5	12		Pains	Fazenda Amargoso.			-45.6614	-20.3706	18263												<nO>Trepadeira, flor esverdeada, crescendo sobre afloramento calcário lavrado e abandonado.</nO>	UPCB0022176																				
2024-11-01T00:01:08	PreservedSpecimen	Brasil	Minas Gerais	MBM	MBM	295643	Plantae				Acanthaceae	Justicia	allocota		Justicia allocota	Leonard		2003	3	6	Melo, PHA	421				Lombardi, JA	2003	4			Pains	Fazenda Amargoso, MG 439 km 16.			-45.6614	-20.3706	18263												<nO>Herbácea, terrestre, inflorescência rosa.</nO>	MBM295643																				
2024-11-01T00:01:08	PreservedSpecimen	Brasil	Minas Gerais	MBM	MBM	328371	Plantae				Fabaceae	Machaerium	villosum		Machaerium villosum	Vogel		2004	2	16	Melo, PHA	1091				Filardi, FLR	2009	12			Pains	Fazenda Amargoso MG 439 km 16, divisa com Francisco Gonçalves Costa.			-45.6614	-20.3706	18263												<nO>Arbórea na borda de mata seca, frutos imaturos verdes</nO>	MBM328371																				
2024-11-01T00:01:08	PreservedSpecimen	Brasil	Minas Gerais	MBM	MBM	295674	Plantae				Myrtaceae	Eugenia	repanda		Eugenia repanda	O.Berg		2003	4	15	Melo, PHA; et al.	561				Sobral, M					Pains	Fazenda Araras.			-45.6614	-20.3706	18263													MBM295674																				
2024-11-01T00:01:08	PreservedSpecimen	Brasil	Minas Gerais	MBM	MBM	436489	Plantae				Convolvulaceae	Ipomoea	sidifolia		Ipomoea sidifolia	Choisy		2006	7	12	Borges, RAX; Bernardo, PH	156				Simão-Bianchini, R	2021	8	6		Pains	Mineração Vele do São Francisco, Região cásica, encosta de maciços calcáreos com pquenos afloramentos.	-20.359722	-45.673889	-45.6614	-20.3706	18263		613										<nO>Liana escandente, folhas discolores, face abaxial alva, árvore de 12 m de altura, folhas concolores e frutos verdes.</nO>	MBM436489																				
2024-06-25T10:44:02	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73297	Plantae				Meliaceae	Trichilia	casaretti		Trichilia casaretti	C. DC.		2006	10		Melo, P.H.A.	2446				Sabino, G.P.	2018	03	16		Pains		20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Árvore, terrícola, entorno do afloramento, frutos maduros amarelos.</nO>	HRCB073297																				
2024-06-25T10:44:02	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73298	Plantae				Meliaceae	Trichilia	clausseni		Trichilia clausseni	C. DC.		2006	11		Melo, P.H.A.	2485				Sabino, G.P.	2018	03	16		Pains		20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Árvore, terrícola , entorno do afloramento, flores esverdeadas.</nO>	HRCB073298																				
2024-06-25T10:43:55	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73211	Plantae				Malvaceae	Wissadula	cf.macrantha		Wissadula cf.macrantha	R.E. Fr.		2003	05	25	Melo, P.H.A.	574				Melo, P.H.A. & Lombardi, J.A.	2004	08			Pains		20°23'14"S	045°38'59"W	-45.649722	-20.387222													<nO>Herbácea, terrícola, borda de mata calcária, inflorescência branca.</nO>	HRCB073211																				
2024-06-25T10:43:55	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73212	Plantae				Malvaceae	Wissadula	hernandioides		Wissadula hernandioides	(L'Hér.) Garcke		2004	04	08	Melo, P.H.A.	1215				Melo, P.H.A.	2004	11			Pains		20°22'51.8"S	045°39'04.5"W	-45.65125	-20.381056													<nO>Arbusto, terrícola, entre fendas de rocha calcária, pétalas brancas, estames e estigma amarelos.</nO>	HRCB073212																				
2024-06-25T10:44:40	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	70115	Plantae				Rutaceae	Zanthoxylum	monogynum		Zanthoxylum monogynum	A. St.-Hil.		2006	11		Melo, P.H.A.	2472				Melo, P.H.A.	2006				Pains		20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Árvore, terrícola, margem de curso d'água, flores esverdeadas.</nO>	HRCB070115																				
2024-06-25T10:40:40	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	69856	Plantae				Aspleniaceae	Asplenium	abscissum		Asplenium abscissum	Willd.		2006	11	25	Melo, P.H.A.	2424				Prado, J.	2017	05			Pains				-45.6614	-20.3706	18263												<nO>Erva, epífita, interior do afloramento, erva terrestre em barranco de estrada.</nO>	HRCB069856																				
2023-06-13T20:23:46	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78530	Plantae	Dicotyledon			Piperaceae	Peperomia	blanda		Peperomia blanda	(Jacq.) Kunth		2002	12	30	Melo, PHA de	264								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea, epífita, sobre afloramento calcáreo, espiga verde.</nO>																					
2023-06-13T20:23:46	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78278	Plantae	Dicotyledon			Piperaceae	Peperomia	nitida		Peperomia nitida	Dahlst.		2002	08	08	Melo, PHA de; Viana, PL	8								Southern America	Pains	Fazenda Massambará.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Sobre afloramento calcáreo. Herbácea escandente.</nO>																					
2023-06-13T20:27:06	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78624	Plantae	Monocotyledon			Poaceae	Pharus			Pharus			2003	01	31	Melo, PHA de; Lombardi, JA	358								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo. Herbácea. Terrestre.</nO>																					
2022-08-01T16:17:45	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	147254	Plantae	Dicotyledon			Phytolaccaceae	Phytolacca	dioica		Phytolacca dioica	L.		2008	11	28	Mansur, T	12								Southern America	Pains		0	0	-45.6614	-20.3706	18263		0	0									<nO>Floresta estacional decidual.</nO>	BHCB058344																				
2023-06-13T20:23:50	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78630	Plantae	Dicotyledon			Piperaceae	Piper	schottii		Piper schottii	(Miq.) C.DC.		2003	01	31	Melo, PHA de; Lombardi, JA	364								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo. Arbusto, 1m. Terrestre. Espiga verde.</nO>																					
2023-06-13T20:23:00	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78637	Plantae	Dicotyledon			Meliaceae	Cedrela			Cedrela			2003	01	31	Melo, PHA de; Lombardi, JA	371								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo. Arbórea, 7m. Terrestre. Frutos imaturos verdes.</nO>																					
2023-07-11T20:33:26	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	94005	Plantae	Dicotyledon			Malvaceae	Ceiba	pubiflora		Ceiba pubiflora	(A.St.-Hil.) K.Schum.		2003	04	15	Melo, PHA de; Bezerra, FV	565					2017	12		Southern America	Pains		0	0	-45.6614	-20.3706	18263		0	0									<nO>Arbórea 15m, rupestre, flor rosa; Mata na base de afloramento calcário</nO>	BHCB045446																				
2024-05-29T12:25:54	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	145765	Plantae	Dicotyledon			Cannabaceae	Celtis	boliviensis		Celtis boliviensis	Planch.		2008	11	28	Mansur, T	2					2023	05		Southern America	Pains		0	0	-45.6614	-20.3706	18263		0	0									<nO>Floresta Estacional Decidual</nO>	BHCB064879																				
2023-06-13T20:21:14	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78282	Plantae	Dicotyledon			Euphorbiaceae	Cnidoscolus	urens		Cnidoscolus urens	(L.) Arthur		2002	08	08	Melo, PHA de; Viana, PL	12								Southern America	Pains	Fazenda Massambará.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Sobre afloramento calcáreo. Arbusto. Flor branca. Tricomas urticantes.</nO>																					
2023-06-13T20:24:09	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78617	Plantae	Dicotyledon			Rubiaceae	Coutarea	hexandra		Coutarea hexandra	(Jacq.) K.Schum.		2003	01	31	Melo, PHA de; Lombardi, JA	351								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Mata sobre afloramento calcáreo. Arbórea, 15 m. Terrestre. Flor roxa.</nO>																					
2020-12-11T11:35:20	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78527	Plantae	Dicotyledon			Euphorbiaceae	Croton	rottlerifolius		Croton rottlerifolius	Baill.		2002	12	30	Melo, PHA de	261								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Arbórea, pétala branca, sépalas verde clara, odor doce.; borda de afloramento calcáreo</nO>																					
2020-12-11T11:35:20	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78558	Plantae	Dicotyledon			Euphorbiaceae	Croton	rottlerifolius		Croton rottlerifolius	Baill.		2002	12	30	Melo, PHA de	292								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Arbusto. Terrestre. Pétalas brancas, sépalas verde; Borda de mata relacionada a afloramento calcáreo.</nO>																					
2023-06-13T20:21:02	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78641	Plantae	Dicotyledon			Cucurbitaceae							2003	01	31	Melo, PHA de; Lombardi, JA	375								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo. Trepadeira. Terrestre. Flor branca. Odor fétido. F</nO>																					
2024-05-29T12:24:12	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78285	Plantae	Dicotyledon			Asteraceae	Dasyphyllum	vagans		Dasyphyllum vagans	(Gardner) Cabrera		2002	08	08	Melo, PHA de; Viana, PL	15					2013	08	08	Southern America	Pains	Fazenda Massambará	0	0	-45.6614	-20.3706	18263		0	0									<nO>Arbórea.</nO>	BHCB009696																				
2023-06-13T20:25:56	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78618	Plantae	Monocotyledon			Dioscoreaceae	Dioscorea			Dioscorea	L.		2003	01	31	Melo, PHA de; Lombardi, JA	352								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo. Trepadeira. Terrestre. Frutos imaturos verdes.</nO>																					
2023-06-13T20:23:01	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78636	Plantae	Dicotyledon			Moraceae	Dorstenia			Dorstenia			2003	01	31	Melo, PHA de; Lombardi, JA	370								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea. Terrestre. Inflorescência roxa-púrpura.</nO>																					
2024-05-29T12:24:17	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81618	Plantae	Dicotyledon			Asteraceae	Elephantopus	mollis		Elephantopus mollis	Kunth		2003	03	06	Melo, PHA de	447					2003	04		Southern America	Pains	Fazenda Amargoso, MG-439, km 16.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea, terrestre, inflorescência branca.; Borda de estrada dentro da mata.</nO>																					
2023-06-13T20:26:23	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	137427	Plantae	Monocotyledon			Orchidaceae	Eltroplectris	roseoalba		Eltroplectris roseoalba	Garay		2009	05	12	Massensini Júnior, A; Machado, GC	12								Southern America	Pains	àrea da Pedreira Cal Floresta	0	0	-45.6614	-20.3706	18263		0	0									<nO>Erva terrícola, em borda da mata, com folhas maculadas. Sépalas brancas, pétalas brancas com máculas roseas. Polinia avermelhada.</nO>																					
2023-06-13T20:24:16	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78543	Plantae	Dicotyledon			Rubiaceae	Psychotria			Psychotria			2002	12	30	Melo, PHA de	277								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Mata sobre afloramento calcáreo. Arbusto 1,5 m. Terrestre. Frutos imaturos verdes.</nO>																					
2023-06-13T20:24:04	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78631	Plantae	Dicotyledon			Rubiaceae							2003	01	31	Melo, PHA de; Lombardi, JA	365								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea. Terrestre. Flor branca.</nO>																					
2024-05-29T12:21:47	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81593	Plantae	Dicotyledon			Acanthaceae	Ruellia	brevifolia		Ruellia brevifolia	(Pohl) C.Ezcurra		2003	03	06	Melo, PHA de	418					2005	04		Southern America	Pains	Fazenda Amargoso, MG-439 km 16.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Arbusto, 1m, rupestre, inflorescência vermelha.; Borda de afloramento calcário.</nO>	BHCB053383																				
2020-12-11T11:36:27	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78644	Plantae	Dicotyledon			Fabaceae	Senna	cernua		Senna cernua	(Balb.) H.S.Irwin & Barneby		2003	01	31	Melo, PHA de; Lombardi, JA	378					2018	04		Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo.; Arbusto, 1,5m. Terrestre. Flor amarela.</nO>	BHCB046185																				
2021-12-09T11:03:53	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	372013	Plantae				Convolvulaceae	Jacquemontia	blanchetii		Jacquemontia blanchetii	Moric.		2003	01	31	Melo, PHA	379									Pains		0	0	-45.6614	-20.3706	18263																																	
2021-12-09T10:58:21	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	412949	Plantae				Acanthaceae	Justicia	brasiliana		Justicia brasiliana	Roth		2006	07	11	Borges, RAX	206									Pains		0	0	-45.6614	-20.3706	18263																																	
2021-12-09T11:05:41	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	376897	Plantae				Euphorbiaceae	Manihot	janiphoides		Manihot janiphoides	Müll.Arg.		1991	01	23	Rollo, MA	7				Cordeiro, I	2005	04			Pains	Crescendo sobre rocha calcária	0	0	-45.6614	-20.3706	18263													SP0376897																				
2021-12-09T11:04:49	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	369778	Plantae				Euphorbiaceae	Acalypha	gracilis		Acalypha gracilis	Spreng.		2003	03	06	Melo, PHA	431				Sousa, AAC	2016	08			Pains	Fazenda Amargoso. MG 439, Km 16	0	0	-45.6614	-20.3706	18263													SP0369778																				
2021-12-09T11:05:17	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	370580	Plantae				Euphorbiaceae	Croton	rottlerifolius		Croton rottlerifolius	Baill.		2003	12	08	Melo, PHA; Santos, GP	984				Caruzo, MBR	2010	03			Pains	Fazenda Amargoso, MG 439 Km 16. Na borda de mata calcária secundária	0	0	-45.6614	-20.3706	18263		650	700										SP0370580																				
2021-12-09T11:06:38	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	376900	Plantae				Fabaceae	Dalbergia	foliolosa		Dalbergia foliolosa	Benth.		1991	01	23	Rollo, MA	s.n.				Pirani, JR					Pains	Maciço calcário	0	0	-45.6614	-20.3706	18263																																	
2023-12-15T19:11:01	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	145166	Plantae	Monocotyledon			Orchidaceae	Epidendrum	pseudodifforme		Epidendrum pseudodifforme	Hoehne & Schltr.		2009	07	13	Massensini Júnior, A	28					2023	11		Southern America	Pains	Mineradora Cal Floresta	0	0	-45.6614	-20.3706	18263		0	0									<nO>Em cultivo na coleção de orquídeas do Museu de História Natural e Jardim Botânico da UFMG, com o acesso MHNJB2087</nO>	BHCB009099																				
2023-06-13T20:20:47	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78638	Plantae	Dicotyledon			Cactaceae	Epiphyllum	phyllanthus		Epiphyllum phyllanthus	(L.) Haw.		2003	01	31	Melo, PHA de; Lombardi, JA	372								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo. Herbácea. Epífita. Frutos imaturos verdes.</nO>																					
