datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2023-06-27T20:54:14	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	147246	Plantae	Dicotyledon			Fabaceae	Bauhinia	forficata		Bauhinia forficata	Link		2008	11	28	Mansur, T	4								Southern America	Pains		-20.619167	-45.994722	-45.994722	-20.619167			0	0									<nO>Floresta estacional decidual</nO>	BHCB065627																				
2022-12-30T16:13:54	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90122	Plantae	Dicotyledon			Fabaceae							2004	05	08	Melo, PHA de; Mota, RC da; Santos, GP; Santos, FMG	1200								Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.381056	-45.65125	-45.65125	-20.381056			670	670									<nO>Liana. Frutos imaturos verdes.; Sobre afloramento calcário.</nO>																					
2024-11-01T12:02:51	PreservedSpecimen	Brasil	Minas Gerais	PUC-RIO	FCAB	6992	Plantae				Amaranthaceae	Alternanthera			Alternanthera			2003	09	15	P.H.A. Melo; Cruz da, M.D.C.	885				J.C. Siqueira					Pains				-45.6614	-20.3706	18263		750											FCAB006992																				
2024-11-01T12:02:51	PreservedSpecimen	Brasil	Minas Gerais	PUC-RIO	FCAB	6993	Plantae				Amaranthaceae	Chamissoa	acuminata		Chamissoa acuminata	Mart.		2003	01	31	P.H.A. Melo; Lombardi, J.A.	361				J.C. Siqueira	2004				Pains	MG 439 Km 16.			-45.6614	-20.3706	18263													FCAB006993																				
2024-11-01T12:02:51	PreservedSpecimen	Brasil	Minas Gerais	PUC-RIO	FCAB	7008	Plantae				Amaranthaceae	Chamissoa	altissima		Chamissoa altissima	(Jacq.) Kunth		2003	05	25	P.H. Melo; F.A. Carvalho; B.D. Ranieri; D.T. Souza; T.C. Lana	643				J.C. Siqueira					Pains	MG Km 16.			-45.6614	-20.3706	18263		750											FCAB007008																				
2024-11-01T12:02:51	PreservedSpecimen	Brasil	Minas Gerais	PUC-RIO	FCAB	6988	Plantae				Amaranthaceae	Pfaffia			Pfaffia			2003	08	09	P.H.A. Melo	780				J.C. Siqueira					Pains	MG 439 KM 16.			-45.6614	-20.3706	18263		750											FCAB006988																				
2024-05-29T12:23:01	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90094	Plantae	Dicotyledon			Aquifoliaceae	Ilex			Ilex	L.		2004	07	29	Melo, PHA de	1237								Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.381056	-45.65125	-45.65125	-20.381056			670	670									<nO>Arbórea 8m, inflorescência verde.; Afloramento calcário.</nO>																					
2024-05-16T20:53:12	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90119	Plantae	Dicotyledon			Fabaceae	Inga			Inga	Mill.		2004	07	29	Melo, PHA de	1233								Southern America	Pains	Fazenda Amargoso, MG-439, Km 16	-20.384944	-45.649361	-45.649361	-20.384944			680	680									<nO>Arbórea. Frutos imaturos verdes. Botões florais verdes; Em mata sobre terra, sobre afloramento calcário</nO>																					
2020-12-11T11:34:45	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81998	Plantae	Dicotyledon			Convolvulaceae	Ipomoea	cynanchifolia		Ipomoea cynanchifolia	Meisn.		2003	04	16	Melo, PHA de	579					2016	12		Southern America	Pains	Fazenda Amargoso, MG 439 km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Herbácea prostrada, terrestre, corola rosa, frutos imaturos.; Borda de mata calcária</nO>	BHCB039622																				
2020-12-11T11:34:47	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78645	Plantae	Dicotyledon			Convolvulaceae	Jacquemontia	blanchetii		Jacquemontia blanchetii	Moric.		2003	01	31	Melo, PHA de; Lombardi, JA	379					2016	12		Southern America	Pains	Fazenda Amargoso.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Herbácea. Terrestre. Flor lilás.</nO>	BHCB039707																				
2024-05-29T12:21:41	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	82031	Plantae	Dicotyledon			Acanthaceae	Justicia	allocota		Justicia allocota	Leonard		2003	05	25	Melo, PHA de; Carvalho, FA; Ranieri, BD; Souza, DT; Lana, TC	638					2004	02		Southern America	Pains	Fazenda Amargoso, MG-439 km 16. Área de mineração.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Herbácea, terrestre, corola roxa.; Mata na base de afloramento calcáreo.</nO>	BHCB052966																				
2024-05-29T12:21:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	82226	Plantae	Dicotyledon			Acanthaceae	Justicia	brasiliana		Justicia brasiliana	Roth.		2003	07	06	Melo, PHA de; Libanio, RC; Ferreira, RR; Loyola, DM	759					2005	04		Southern America	Pains	Fazenda Amargoso, MG-439 km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Trepadeira, rupestre, flor vermelho-claro.; Borda de mata calcária.</nO>	BHCB052981																				
2024-05-29T12:21:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90096	Plantae	Dicotyledon			Acanthaceae	Justicia	brasiliana		Justicia brasiliana	Roth.		2004	06	26	Melo, PHA de	1217					2005	04		Southern America	Pains	Fazenda Amargoso, MG-439 km 16.	-20.381056	-45.65125	-45.65125	-20.381056			670	670									<nO>Arbusto, flores vermelho-alaranjadas.; Sobre afloramento calcário.</nO>	BHCB052982																				
2024-05-29T12:21:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90097	Plantae	Dicotyledon			Acanthaceae	Justicia	lythroides		Justicia lythroides			2004	05	08	Melo, PHA de; Mota, RC da; Santos, GP; Santos, FMG	1196					2004	11		Southern America	Pains	Fazenda Amargoso, MG-439 km 16.	-20.381056	-45.65125	-45.65125	-20.381056			670	670									<nO>Herbácea, flores róseas.; Afloramento calcário.</nO>	BHCB053021																				
2021-10-06T18:21:33	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	94035	Plantae	Dicotyledon			Verbenaceae	Lantana			Lantana			2003	12	08	Melo, PHA de; Santos, GP	987								Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.382083	-45.651167	-45.651167	-20.382083			650	700									<nO>Arbusto, flores vermelhas.; Na borda de mata calcária.</nO>																					
2024-05-29T12:24:09	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81988	Plantae	Dicotyledon			Asteraceae	Cosmos	caudatus		Cosmos caudatus	Kunth		2003	04	15	Melo, PHA de; Carvalho, FA; Ranieri, BD; Souza, DT; Lana, TC	570								Southern America	Pains	Fazenda Amargoso, MG-439, km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Arbórea 4m. Terrestre, inflorescência rosa.; Borda de mata calcária.</nO>																					
2023-06-20T19:49:41	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81639	Plantae	Dicotyledon			Cucurbitaceae	Cyclanthera			Cyclanthera			2003	03	22	Melo, PHA de	482					2023			Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Trepadeira, rupestre. Inflorescência amarela. Frutos maduros amarelos; Sobre afloramento calcário.</nO>	BHCB065402																				
2020-12-11T11:43:44	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93928	Plantae	Monocotyledon			Cyperaceae	Cyperus	incomtus		Cyperus incomtus	Kunth		2005	05	19	Melo, PHA de; Viana, PL	1343					2019	09		Southern America	Pains	Fazenda Timburé., área de mineração da empresa CastroCal	-20.405972	-45.653722	-45.653722	-20.405972			0	0									<nO>Erva, inflorescência creme, brácteas verdes; Sobre afloramento calcáreo</nO>	BHCB052169																				
2022-05-20T16:49:32	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93984	Plantae	Monocotyledon			Orchidaceae	Cyrtopodium	glutiniferum		Cyrtopodium glutiniferum	Raddi		2003	10	20	Melo, PHA de; Velente, PMG	896					2017	12	07	Southern America	Pains	Rio São Miguel, Margem esquerda do rio. Fazenda do Vininho.	-20.262778	-45.671083	-45.671083	-20.262778			750	750									<nO>Herbácea, flores amarelas.; Crescendo sobre rochas calcárias.</nO>	BHCB034083																				
2021-12-07T19:57:54	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93972	Plantae	Dicotyledon			Euphorbiaceae	Dalechampia	stipulacea		Dalechampia stipulacea	Müll.Arg.		2003	09	09	Melo, PHA de	847					2005	06		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	750									<nO>Trepadeira, brácteas brancas, flores verdes.; Na borda de afloramento calcário.</nO>	BHCB059142																				
2023-12-15T19:11:01	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93983	Plantae	Monocotyledon			Orchidaceae	Epidendrum	densiflorum		Epidendrum densiflorum	Lindl.		2003	10	20	Melo, PHA de	894					2005			Southern America	Pains	Rio São Miguel, Margem esquerda do rio. Afloramento no início da estrada da Fazenda do Vininho.	-20.262778	-45.671083	-45.671083	-20.262778			750	750									<nO>Herbácea, crescendo sobre rochas calcárias. Flores brancas e verdes, odor doce.; No sub-bosque de mata seca.</nO>	BHCB066538																				
2023-06-13T20:21:13	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78619	Plantae	Dicotyledon			Euphorbiaceae							2003	01	31	Melo, PHA de; Lombardi, JA	353					2016	12		Southern America	Pains	Fazenda Amargoso., MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Não é Acalypha - Silva, OLM 11/2016; Arbusto. Terrestre. Flor branca.; Borda de mata relacionada a afloramento calcário.</nO>	BHCB039746																				
2024-05-29T12:27:12	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93927	Plantae	Monocotyledon			Orchidaceae	Cattleya	walkeriana		Cattleya walkeriana	Gardner		2005	05	20	Melo, PHA de; Viana, PL	1352					2005			Southern America	Pains	Fazenda de Marcelo Rabelo.	-20.429222	-45.748583	-45.748583	-20.429222			0	0									<nO>Erva epífita em Aspidosperma sp. Flores roxas; Na borda de mata calcária</nO>	BHCB067557																				
2020-12-11T11:38:46	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	147252	Plantae	Dicotyledon			Meliaceae	Cedrela	odorata		Cedrela odorata	L.		2008	11	28	Mansur, T	10								Southern America	Pains		-20.619167	-45.994722	-45.994722	-20.619167			0	0									<nO>Floresta estacional decidual</nO>	BHCB022043																				
2024-05-29T12:21:56	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78627	Plantae	Dicotyledon			Amaranthaceae	Chamissoa	acuminata		Chamissoa acuminata			2003	01	31	Melo, PHA de; Lombardi, JA	361					2004	10		Southern America	Pains	Fazenda Amargoso., MG-439, km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Herbácea. Terrestre. Flor branca.; Borda de afloramento calcáreo.</nO>	BHCB054482																				
2024-05-29T12:21:56	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	82043	Plantae	Dicotyledon			Amaranthaceae	Chamissoa	altissima		Chamissoa altissima	Kunth		2003	05	25	Melo, PHA de; Carvalho, FA; Ranieri, BD; Souza, DT; Lana, TC	643					2004	10		Southern America	Pains	Fazenda Amargoso, MG-439, km 16. Área da mineração.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Arbusto, terrestre, inflorescência verde e rosa.; Mata sobre afloramento calcáreo.</nO>	BHCB054488																				
2024-05-29T12:21:58	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90099	Plantae	Dicotyledon			Amaranthaceae	Chamissoa	altissima		Chamissoa altissima	Kunth		2004	06	26	Melo, PHA de	1214					2004	10		Southern America	Pains	Fazenda Amargoso, MG-439, km 16.	-20.381056	-45.65125	-45.65125	-20.381056			670	670									<nO>Herbácea, brácteas brancas, flores amarelas.; Afloramento calcário.</nO>	BHCB054485																				
2024-01-08T19:35:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78629	Plantae	Dicotyledon			Vitaceae	Cissus	verticillata		Cissus verticillata	(L.) Nicolson & C.E.Jarvis		2003	01	31	Melo, PHA de; Lombardi, JA	363					2003			Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Trepadeira. Terrestre. Flor branca. Frutos imaturos verdes.; Borda de mata relacionada a afloramento calcáreo.</nO>																					
2023-05-12T19:05:07	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	147249	Plantae	Dicotyledon			Malvaceae	Luehea	candicans		Luehea candicans	Mart.		2008	11	28	Mansur, T	7								Southern America	Pains		-20.619167	-45.994722	-45.994722	-20.619167			0	0									<nO>Floresta estacional decidual</nO>	BHCB022793																				
2020-12-11T11:35:26	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78549	Plantae	Dicotyledon			Euphorbiaceae	Manihot	janiphoides		Manihot janiphoides	Müll.Arg.		2002	12	30	Melo, PHA de	283					2019	02		Southern America	Pains	Fazenda Amargoso., MG 439 KM 16	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Arbusto 3 m. Terrestre. Pétalas esverdeadas rajadas de roxo. Frutos imaturos verdes com a base laranja. látex leitoso; Borda de mata relacionada a afloramento calcáreo</nO>	BHCB041800																				
2020-12-11T11:35:26	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88385	Plantae	Dicotyledon			Euphorbiaceae	Manihot	pilosa		Manihot pilosa	Pohl		2003	12	08	Melo, PHA de	1010					2019	02	11	Southern America	Pains	Fazenda Amargoso, MG 439 km 16.	-20.381944	-45.651111	-45.651111	-20.381944			650	700									<nO>Arbusto, flor verde e branca; Interior de mata calcária</nO>	BHCB041802																				
2024-05-29T12:25:57	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93970	Plantae	Dicotyledon			Celastraceae	Maytenus	robusta		Maytenus robusta	Reissek		2005	05	19	Melo, PHA de; Viana, PL	1348					2005			Southern America	Pains	Fazenda Timburé., Área da Mineração da empresa CastroCal. Mata do Rio São Miguel.	-20.405847	-45.653622	-45.653622	-20.405847			0	0									<nO>Arbusto, 5 metros, frutos imaturos verdes; Mata ciliar degradada</nO>																					
2023-06-13T20:26:44	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88770	Plantae	Monocotyledon			Orchidaceae	Mesadenella	cuspidata		Mesadenella cuspidata	(Lindl.) Garay		2004	04	08	Melo, PHA de; et al.	1147								Southern America	Pains	Fazenda Amargoso, MG 439 km 16.	-20.381	-45.651222	-45.651222	-20.381			700	750									<nO>erva no subosque de mata seca entre rochas clacarias. Flore brancas.</nO>																					
2024-05-29T12:22:07	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93989	Plantae	Dicotyledon			Anacardiaceae	Myracrodruon	urundeuva		Myracrodruon urundeuva	Allemão		2003	08	09	Melo, PHA de	786					2003	10		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.393056	-45.646389	-45.646389	-20.393056			750	750									<nO>Arbusto sem folhas, terrestre, flores verde-amareladas.; Borda de pequeno afloramento calcário.</nO>	BHCB055530																				
2020-12-11T11:37:40	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	85680	Plantae	Dicotyledon			Malpighiaceae	Niedenzuella			Niedenzuella			2003	09	09	Melo, PHA de	835					2019			Southern America	Pains	Fazenda Amargoso, MG439, Km16	-20.387222	-45.649722	-45.649722	-20.387222			750	750									<nO>Trepadeira, flores senescentes, frutos maduros secos; entre rochas calcárias</nO>	BHCB048303																				
2023-06-13T20:26:44	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93971	Plantae	Monocotyledon			Orchidaceae	Notylia	hemitricha		Notylia hemitricha	Barb.Rodr.		2005	02	27	Melo, PHA de	1311					2005			Southern America	Pains	Rio São Miguel, Divisa entre os municípios de Pains e Formiga, região das nascentes do rio.	-20.456194	-45.654222	-45.654222	-20.456194			700	800									<nO>Coletado com EPA (Espeleogrupo Pains).; Erva epífita, flores brancas.; Sobre afloramento calcário.</nO>	BHCB062180																				
2020-12-11T11:45:11	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90486	Plantae	Monocotyledon			Poaceae	Olyra			Olyra			2004	03	03	Melo, PHA de	1122								Southern America	Pains	Fazenda Amargoso., Km 16 da Rodovia MG 439	-20.38085	-45.651122	-45.651122	-20.38085			700	750									<nO>Herbácea; No sub-bosque de mata seca</nO>	BHCB045952																				
2020-12-11T11:45:11	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78623	Plantae	Monocotyledon			Poaceae	Olyra	ciliatifolia		Olyra ciliatifolia	Raddi		2003	01	31	Melo, PHA de; Lombardi, JA	357					2004	09		Southern America	Pains	Fazenda Amargoso., MG 439 Km 16	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Herbácea. Terrestre.; Borda de mata relacionada a afloramento calcáreo.</nO>	BHCB039332																				
2024-05-29T12:22:55	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88356	Plantae	Dicotyledon			Apocynaceae	Oxypetalum	erianthum		Oxypetalum erianthum			1994	04	08	Melo, PHA de; Leite, FSF; Leal, CG	1145					2004	10	11	Southern America	Pains	Fazenda Amargoso, MG 439 Km16	-20.397667	-45.651222	-45.651222	-20.397667			700	750									<nO>Herbácea prostrada, na borda da mata seca, flores brancas</nO>																					
2023-06-13T20:20:04	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88360	Plantae	Dicotyledon			Asteraceae	Pentacalia	desiderabilis		Pentacalia desiderabilis	(Vell.) Cuatrec.		2004	04	08	Melo, PHA de; Leite, FSF; Leal, CG	1144								Southern America	Pains	Fazenda Amargoso., MG 439, km 16.	-20.381111	-45.651111	-45.651111	-20.381111			700	750									<nO>Plantas do Brasil - Levantamento Florístico de Afloramentos Calcários na região de Pains-Arcos-Iguatama, Minas Gerais, Brasil. Borda de mata seca. Liana. Flores jovens esverdeadas.</nO>																					
2020-12-11T11:40:07	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93949	Plantae	Dicotyledon			Piperaceae	Peperomia	blanda		Peperomia blanda	(Jacq.) Kunth		2005	02	27	Melo, PHA de	1308					2019	10	14	Southern America	Pains	Fronteira entre os municípios de Pains e Formiga - Região das nascentes do Rio São Miguel.	-20.456194	-45.654222	-45.654222	-20.456194			700	800									<nO>Erva, espigas esverdeadas.; Fendas sobre afloramento calcário.</nO>	BHCB052632																				
2020-12-11T11:40:08	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78540	Plantae	Dicotyledon			Piperaceae	Peperomia	hydrocotyloides		Peperomia hydrocotyloides	Yunck.		2003	12	30	Melo, PHA de	274					2019	10		Southern America	Pains	Fazenda Amargoso, MG-439 Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Herbácea, rupestre, espiga branca.; Afloramento calcáreo.</nO>	BHCB052613																				
2023-01-13T17:23:08	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	85703	Plantae	Dicotyledon			Piperaceae	Peperomia	nitida		Peperomia nitida	Dahlst.		2003	09	09	Melo, PHA de	846					2022	10		Southern America	Pains	Fazenda Amargoso, MG-439 Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	750									<nO>Herbácea escandente, espigas verdes.; Rochas calcárias.</nO>	BHCB052563																				
2022-09-30T18:13:46	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78626	Plantae	Dicotyledon			Phytolaccaceae	Petiveria	alliacea		Petiveria alliacea	L.		2003	01	31	Melo, PHA de; Lombardi, JA	360								Southern America	Pains	Fazenda Amargoso, MG 439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Herbácea. Terrestre. Odor fétido. Frutos imaturos verdes.</nO>																					
2024-05-29T12:22:02	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	85629	Plantae	Dicotyledon			Amaranthaceae	Pfaffia			Pfaffia			2003	08	09	Melo, PHA de	780								Southern America	Pains	Fazenda Amargoso, MG-439, km 16.	-20.393056	-45.646389	-45.646389	-20.393056			750	750									<nO>Subarbusto escandente. Infrutescência amarelo-claro.; Borda de mata calcária.</nO>	BHCB054960																				
2020-12-11T11:40:27	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93943	Plantae	Dicotyledon			Primulaceae							2005	01	25	Melo, PHA de; Assunção, LN	1254								Southern America	Pains	Fazenda da Barra. Região das nascentes do Rio São Miguel.	-20.456194	-43.654222	-43.654222	-20.456194			700	800										BHCB055750																				
2024-05-29T12:23:01	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	85634	Plantae	Dicotyledon			Apocynaceae	Tassadia	subulata		Tassadia subulata			2003	08	09	Melo, PHA de	782					2004	10	22	Southern America	Pains	Fazenda Amargoso, MG 439 km 16	-20.387222	-45.646389	-45.646389	-20.387222			750	750									<nO>Herbácea, escandente. Flores velhas creme escuras.; Na borda de pequeno afloramento calcário.</nO>																					
2024-05-29T12:23:01	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	85636	Plantae	Dicotyledon			Apocynaceae	Tassadia	subulata		Tassadia subulata			2003	08	09	Melo, PHA de	782								Southern America	Pains	Fazenda Amargoso, MG 439 KM 16	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Herbacea escandente na borda de pequeno afloramento calcário, flores velhas creme escuro. látex leitoso.</nO>																					
2024-03-19T20:50:21	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	94041	Plantae	Dicotyledon			Heliotropiaceae	Tournefortia	paniculata		Tournefortia paniculata	Cham.		2003	12	08	Melo, PHA de; Santos, GP	988					2005	11		Southern America	Pains	Fazenda Amargoso, MG-439 Km 16.	-20.382083	-45.651167	-45.651167	-20.382083			650	700										BHCB051180																				
2020-12-11T11:35:31	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	94034	Plantae	Dicotyledon			Euphorbiaceae	Tragia	volubilis		Tragia volubilis	L.		2003	12	08	Melo, PHA de; Santos, GP	983					2005	11		Southern America	Pains	Fazenda Amargoso, MG 439 km 16.	-20.382083	-45.651167	-45.651167	-20.382083			650	700									<nO>Trepadeira, flores amarelas e frutos imaturos verdes; mata calcária</nO>	BHCB043544																				
2020-12-11T11:38:48	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	147251	Plantae	Dicotyledon			Meliaceae	Trichilia	pallens		Trichilia pallens	C.DC.		2008	11	28	Mansur, T	9								Southern America	Pains		-20.619167	-45.994722	-45.994722	-20.619167			0	0									<nO>Floresta estacional decidual</nO>	BHCB022044																				
2021-03-19T17:59:23	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	82249	Plantae	Monocotyledon			Orchidaceae	Acianthera	aphthosa		Acianthera aphthosa	(Lindl.) Pridgeon & M.W.Chase		2003	07	06	Melo, PHA de; Libanio, RC; Ferreira, RR; Loyola, DM	762					2021	03	04	Southern America	Pains	Fazenda Amargoso, MG 439 km 16	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea, epífita, flores vermelho-ocre, na face adaxial, e verde claro na face abaxial.; Interior de mata.</nO>	BHCB058219																				
2022-01-07T18:17:54	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	147256	Plantae	Dicotyledon			Rhamnaceae	Rhamnidium	elaeocarpum		Rhamnidium elaeocarpum	Reissek		2008	11	28	Mansur, T	14					2021	11		Southern America	Pains		-20.619167	-45.994722	-45.994722	-20.619167			0	0									<nO>Floresta estacional decidual</nO>	BHCB020177																				
2024-05-29T12:22:58	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78633	Plantae	Dicotyledon			Apocynaceae	Rhodocalyx	riedelii		Rhodocalyx riedelii	(Müll.Arg.) J.F.Morales & M.E.Endress		2003	01	31	Melo, PHA de; Lombardi, JA	367					2023	06		Southern America	Pains	Fazenda Amargoso., MG 439 Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Trepadeira. Terrestre. Inflorescência laranja. Látex leitoso.; Borda de mata relacionada a afloramento calcáreo.</nO>																					
2022-06-03T18:06:45	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78531	Plantae	Dicotyledon			Euphorbiaceae	Romanoa	tamnoides		Romanoa tamnoides	(A.Juss.) Radcl.-Sm.		2003	12	30	Melo, PHA de	265					2004	07		Southern America	Pains	Fazenda Amargoso., MG-040, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Trepadeira, flores brancas.; Borda de afloramento calcáreo.</nO>	BHCB061263																				
2023-12-15T19:11:01	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93941	Plantae	Monocotyledon			Marantaceae	Saranthe			Saranthe			2005	01	25	Melo, PHA de; Assunção, LN	1256					2023			Southern America	Pains	Rio São Miguel, Divisa entre os municípios de Pains e Formiga. Região das nascentes do rio.	-20.456194	-45.654222	-45.654222	-20.456194			700	800									<nO>Erva terrestre. Flores castanho-róseo.; No sub-bosque de mata secundária dentro de uvala.</nO>	BHCB066532																				
2023-08-30T18:42:21	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93959	Plantae	Dicotyledon			Fabaceae	Senna	multijuga	verrucosa	Senna multijuga verrucosa	(Vogel) H.S.Irwin & Barneby		2005	02	27	Melo, PHA de; EPA (Espeleogrupo Pains)	1297					2023	08		Southern America	Pains		-20.456194	-45.654167	-45.654167	-20.456194			700	800									<nO>Arborea 10m, isolada em pastagem entre afloramentos calcarios, flores amarelas.</nO>	BHCB045858																				
2020-12-11T11:36:29	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81566	Plantae	Dicotyledon			Fabaceae	Senna	obtusifolia		Senna obtusifolia	(L.) H.S.Irwin & Barneby		2003	03	22	Melo, PHA de	508					2018	04		Southern America	Pains	Fazenda Amargoso, MG439, Km16	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Arbusto 1,5m, inflorescência amarela; Sobre afloramento calcáreo</nO>	BHCB046187																				
2020-12-11T11:36:30	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90121	Plantae	Dicotyledon			Fabaceae	Senna	splendida		Senna splendida	(Vogel) H.S.Irwin & Barneby		2004	05	08	Melo, PHA de; Mota, RC da; Santos, GP; Santos, FMG	1205								Southern America	Pains		-20.381056	-45.650417	-45.650417	-20.381056			670	670									<nO>Arbusto na borda de mata calcaria, flores amarelas.</nO>	BHCB045856																				
