"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:RB:115251"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00115251"|"1233"|"P.H.A. Melo"|"2004-7-29"|"2004"|"7"|"29"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG439 Km 16."|"680"|""|""|""|""|""|"Haroldo C. de Lima"|"3/2005"|""|""|""|"Inga marginata Willd."|"LEGUMINOSAE"|"Inga"|"marginata"|""|"specie"|"Willd."|"Angiospermas"|""|"Plantae"|""|"RB 409950"
"Collection"|"Creative Commons"|"urn:catalog:RB:525451"|"RB"|"2017-10-16"|"RB"|"RB"|"RB00525451"|"829"|"P. H. A. Melo"|"2003-9-9"|"2003"|"9"|"9"|"Arbórea 6 m de altura; frutos maduros amarelo-claro."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG-439, KM 16. Na borda de mata seca, próximo do escritório da Pains Cal."|"750 msm"|""|""|""|"-20.3872222"|"-45.6497222"|"M. Monge"|"2/2011"|""|""|""|"Stifftia parviflora (Leandro) D.Don"|"ASTERACEAE"|"Stifftia"|"parviflora"|""|"specie"|"(Leandro) D.Don"|"Angiospermas"|""|"Plantae"|""|"RB 465663"
"Collection"|"Creative Commons"|"urn:catalog:RB:1481874"|"RB"|"2023-02-10"|"RB"|"RB"|"RB01481874"|"1429"|"P.H.A. Melo"|"2005-1-8"|"2005"|"1"|"8"|"#"|""|"Brasil"|"Minas Gerais"|"Pains"|"Região do Mandengo, afloramentos marginais ao Rio São Miguel e a estrada de terra Pains-Iguatama"|""|""|""|""|"-20.3575000"|"-45.6647222"|""|""|""|""|""|"Alstroemeria"|"ALSTROEMERIACEAE"|"Alstroemeria"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 844863"
"Collection"|"Creative Commons"|"urn:catalog:RB:519462"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00519462"|"1227"|"P.H.A. Melo"|"2004-7-29"|"2004"|"7"|"29"|"Trepadeira  na borda da mata calcária, com frutos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso. MG 439 Km 16."|"670 m"|""|""|""|"-20.4352777"|"-45.6541667"|"A. R. Zuntini"|"3/2011"|""|""|""|"Adenocalymma bracteatum (Cham.) DC."|"BIGNONIACEAE"|"Adenocalymma"|"bracteatum"|""|"specie"|"(Cham.) DC."|"Angiospermas"|""|"Plantae"|""|"RB 461840"
"Collection"|"Creative Commons"|"urn:catalog:RB:525566"|"RB"|"2017-10-15"|"RB"|"RB"|"RB00525566"|"1086"|"P. H. A. Melo"|"2004-2-16"|"2004"|"2"|"16"|"Trepadeira sobre afloramento calcário; flores e botões verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG-439 KM 16, divisa com Francisco Gonçalves Costa."|"700-750 msm"|""|""|""|"-20.3827778"|"-45.6494444"|"Ricardo S. Couto"|""|""|""|""|"Dioscorea subhastata Vell."|"DIOSCOREACEAE"|"Dioscorea"|"subhastata"|""|"specie"|"Vell."|"Angiospermas"|""|"Plantae"|""|"RB 465747"
"Collection"|"Creative Commons"|"urn:catalog:RB:1481876"|"RB"|"2023-02-10"|"RB"|"RB"|"RB01481876"|"1407"|"P.H.A. Melo"|"2005-12-29"|"2005"|"12"|"29"|"#"|""|"Brasil"|"Minas Gerais"|"Pains"|"Morro do Marruá,  afloramento marginais à estrada de terra Pains-Arcos"|"676"|""|""|""|"-22.3647222"|"-45.6700000"|""|""|""|""|""|"Philodendron"|"ARACEAE"|"Philodendron"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 844865"
"Collection"|"Creative Commons"|"urn:catalog:RB:420269"|"RB"|"2022-03-17"|"RB"|"RB"|"RB00420269"|"185"|"R. A. X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Liana prostada sobre arbustos, ramos verdes, frutos de alas vermelhas "|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"720 m"|""|""|""|"-20.3541667"|"-45.6733334"|"A.Amorim"|"3/2022"|""|""|""|"Stigmaphyllon"|"MALPIGHIACEAE"|"Stigmaphyllon"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 427355"
"Collection"|"Creative Commons"|"urn:catalog:RB:490047"|"RB"|"2017-10-17"|"RB"|"RB"|"RB00490047"|"984"|"P. H. A. Melo "|"2003-12-8"|"2003"|"12"|"8"|"Arbusto na borda de mata, calcária secundária, flores creme"|""|"Brasil"|"Minas Gerais"|"Pains"|"Faz. Amargoso, MG 439 km 16."|"Ca. 650-700 m"|""|""|""|"-20.3819445"|"-45.6511111"|"I. Cordeiro"|"30/3/2009"|""|""|""|"Croton rottleraefolium Baill."|"EUPHORBIACEAE"|"Croton"|"rottleraefolium"|""|"specie"|"Baill."|"Angiospermas"|""|"Plantae"|""|"RB 442486"
"Collection"|"Creative Commons"|"urn:catalog:RB:1416435"|"RB"|"2019-08-22"|"RB"|"RB"|"RB01416435"|"4415"|"M.G.Bovini"|"2018-5-22"|"2018"|"5"|"22"|"Em solo calcário, ambiente ciófilo, Rara no local."|""|"Brasil"|"Minas Gerais"|"Iguatama"|"próximo a fazenda Faroeste, estrada de chão para Pains. Área de mineração. 677m"|""|""|""|""|"-20.3422222"|"-45.6663889"|""|""|""|""|""|"Asplenium"|"ASPLENIACEAE"|"Asplenium"|""|""|"genus"|""|"Samambaias e Licófitas"|""|"Plantae"|""|"RB 792020"
"Collection"|"Creative Commons"|"urn:catalog:RB:115215"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00115215"|"834"|"P.H.A.Melo"|"2003-9-9"|"2003"|"9"|"9"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"750"|""|""|""|""|""|"V.F.Mansano"|"14/3/2005"|""|""|""|"Zollernia ilicifolia (Brongn.) Vogel"|"LEGUMINOSAE"|"Zollernia"|"ilicifolia"|""|"specie"|"(Brongn.) Vogel"|"Angiospermas"|""|"Plantae"|""|"RB 409972"
"Collection"|"Creative Commons"|"urn:catalog:RB:417648"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00417648"|"208"|"R. A. X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Arbusto ereto, 1,8 m; pétalas brancas e estames amarelos."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"639 m."|""|""|""|"-20.3663889"|"-45.6697223"|"E. L. Jacques"|"8/2006"|""|""|""|"Begonia reniformis Dryand."|"BEGONIACEAE"|"Begonia"|"reniformis"|""|"specie"|"Dryand."|"Angiospermas"|""|"Plantae"|""|"RB 427377"
"Collection"|"Creative Commons"|"urn:catalog:RB:879287"|"RB"|"2014-09-18"|"RB"|"RB"|"RB00879287"|"269"|"P.H.A. Melo"|"2003-12-30"|"2003"|"12"|"30"|"Herbácea, sobre afloramento calcáreo, flores brancas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|""|""|""|""|"-20.3872222"|"-45.6497222"|""|""|""|""|""|"Calathea"|"MARANTACEAE"|"Calathea"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 606266"
"Collection"|"Creative Commons"|"urn:catalog:RB:120425"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00120425"|"1230"|"Melo, P.H.A."|"2004-7-29"|"2004"|"7"|"29"|"Herbacea, bráctea róseas e flores amarelas. Formigas colonizavam o tanque desta planta."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439, Km 16."|""|""|""|""|""|""|"A.P. G. de Faria"|"2006"|""|""|""|"Aechmea bromeliifolia (Rudge) Baker var. bromeliifolia"|"BROMELIACEAE"|"Aechmea"|"bromeliifolia"|"bromeliifolia"|"var."|"(Rudge) Baker"|"Angiospermas"|""|"Plantae"|""|"RB 406767"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:767715"|"RBcarpo"|"2013-05-02"|"RB"|"RB"|"RBcarpo00767715"|"191"|"R.A.X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Árvore, 4m hipanto verde com nectários circulares vermelho sangue na base. Corola rajada abaxialmente e alva internamente; filetes brancos, anteras castanhas, estigmas e estilete rosas"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"720 m"|""|""|""|"-20.3541667"|"-45.6733334"|""|""|""|""|""|"Merremia"|"CONVOLVULACEAE"|"Merremia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RBcarpo 6337"
"Collection"|"Creative Commons"|"urn:catalog:RB:522778"|"RB"|"2014-07-22"|"RB"|"RB"|"RB00522778"|"1104"|"P.H.A. Melo"|"2004-2-29"|"2004"|"2"|"29"|"Arbusto em barranco de estrada, flores brancas, frutos imaturos verdes e maduros antropurpureos."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mato da Frutas, Sitio do Sr. Chiquito e D. Naná, 7 Km da Vila Costina."|""|""|""|""|"-20.3511111"|"-45.7991666"|"R. Goldenberg ( UPCB)"|"10/2004"|""|""|""|"Clidemia hirta (L.) D.Don"|"MELASTOMATACEAE"|"Clidemia"|"hirta"|""|"specie"|"(L.) D.Don"|"Angiospermas"|""|"Plantae"|""|"RB 440844"
"Collection"|"Creative Commons"|"urn:catalog:RB:421512"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00421512"|"214"|"R. A. X. Borges "|"2006-7-11"|"2006"|"7"|"11"|"Arbusto de 2 m, folhas discolores, cálice verde, corola alva, estames e estiletes amarelos"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"629 m"|""|""|""|"-20.3711111"|"-46.5025000"|"M. G. Bovini"|"8/2006"|""|""|""|"Sidastrum micranthum (A.St.-Hil.) Fryxell"|"MALVACEAE"|"Sidastrum"|"micranthum"|""|"specie"|"(A.St.-Hil.) Fryxell"|"Angiospermas"|""|"Plantae"|""|"RB 427358"
"Collection"|"Creative Commons"|"urn:catalog:RB:424215"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00424215"|"229"|"R. A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Árvore, 5 m, folíolos, frutos verde - acastanhados."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613 m."|""|""|""|"-20.3597222"|"-45.6738889"|""|""|""|""|""|"Pseudopiptadenia"|"LEGUMINOSAE"|"Pseudopiptadenia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 427376"
"Collection"|"Creative Commons"|"urn:catalog:RB:523498"|"RB"|"2011-04-04"|"RB"|"RB"|"RB00523498"|"1087"|"P.H.A. Melo"|"2004-2-16"|"2004"|"2"|"16"|"Árborea no interior de mata seca sobre afloramento calcário, frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16, divisa com Francisco Gonçalves Costa."|""|""|""|""|"-20.5286111"|"-45.7950000"|""|""|""|""|""|"Aegiphila"|"VERBENACEAE"|"Aegiphila"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 464535"
"Collection"|"Creative Commons"|"urn:catalog:RB:609893"|"RB"|"2023-04-18"|"RB"|"RB"|"RB00609893"|"174"|"R. A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Erva, ramos vináceos, decumbente, folhas discolores, algumas vináceas; inflorescência verde e frutos negros."|""|"Brasil"|"Minas Gerais"|"Pains"|""|"688 m."|""|""|""|"-20.3572222"|"-45.6738889"|"G.M. Marcusso"|"22/3/2023"|""|""|""|"Peperomia alata Ruiz & Pav."|"PIPERACEAE"|"Peperomia"|"alata"|""|"specie"|"Ruiz & Pav."|"Angiospermas"|""|"Plantae"|""|"RB 507387"
